এজাত্রা	e j a tr a	native
এজাবত্	e j a b o t	native
এজাবত্কালে	e j a b t k a l e	native
এজাবত্কালের	e j a b t k a l e r	native
এজাবৎকাল	e j a b t k a l	native
এজাবৎকালে	e j a b t k a l e	native
এমপিপুত্র	e m p i p u tr O	native
এমপিরাও	e m p i r a O	proper_noun
এমপিসহ	e m p i sh o h O	proper_noun
এমফিল	e m ph i l	proper_noun
এমবা	e m b a	native
এমবালুলা	e m b a l u l a	native
এমবি	e m b i	native
এমবিলিয়নথ	e m b i l i y o n th	native
এমবিলিয়নথ্	e m b i l i y o n th	native
এমব্রেসেবল	e m br e s e b o l	loanword
এমভি	e m bh i	native
এমরান	e m r a n	proper_noun
এমসি	e m sh i	native
এমা	e m a	native
এমাজ	e m a j	native
এমানা	e m a n a	native
এমানুয়েল	e m a n u y e l	native
এমামুল	e m a m u l	native
এমার	e m a r	native
এমারত	e m a r o t	native
এমারসন	e m a r sh o n	native
এমিকাস	e m i k a sh	native
এমিরেটস	e m i r e T o s	proper_noun
এমিরেটসের	e m i r e T s e r	proper_noun
এমিল	e m i l	native
এমিলি	e m i l i	native
এমিশন	e m i sh o n	native
এমুখো	e m u kh O	native
এমুন	e m u n	native
এমেকা	e m e k a	native
এমেকাকে	e m e k a k e	native
এমেকার	e m e k a r	native
এম্বার	e mb a r	proper_noun
এম্বারকেশন	e mb a r k e sh o n	native
এম্বেসি	e mb e sh i	native
এম–ডি	e m D i	native
এরআগে	e r a g e	native
এরআগেও	e r a g e O	native
এরই	e r i	native
এরইমধ্যে	e r i m O d dh e	native
এরকম	e r o k O m	native
এরকা	e r k a	native
এরকেন	e r k e n	native
এরচেয়ে	e r o ch e y e	native
এরদোগান	e r d O g a n	native
এরদোগানকে	e r d O g a n k e	native
এরদোগানের	e r d O g a n e r	native
এরদোয়ান	e r d O y a n	native
এরন্ডা	e r o n D a	native
এরপর	e r p o r	native
এরপরই	e r p o r i	native
এরপরে	e r p o r e	native
এরপরেই	e r p O r e i	native
এরপরেও	e r p o r e O	native
এরপরের	e r p o r e r	native
এরফলে	e r ph o l e	native
এরমধ্যে	e r m O d dh e	native
এরমধ্যেই	e r m O d dh e i	native
এররস	e r r o sh	native
এরিস	e r i sh	native
এরিসের	e r i sh e r	native
এরিয়া	e r i y a	native
এরিয়ার	e r i y a r	native
এরিয়ায়	e r i y a y	native
এরিয়েল	e r i y e l	proper_noun
এরে	e r e	native
এরেকাত	e r e k a t	native
এরেন	e r e n	native
এল	e l	native
এল.এম.এস.	e l e m e sh	native
এলআর	e l a r	native
এলই	e l i	native
এলএন	e l e n	native
এলএম	e l e m	native
এলকপ	e l k o p	native
এলকে	e l k e	native
এলকোহল	e l k O h o l	loanword
এলগাদির	e l g a d i r	native
এলগার	e l g a r	native
এলজাম	e l j a m	native
এলটন	e l T o n	native
এলডোরাডো	e l D O r a D O	native
এলতলা	e l t o l a	native
এলন	e l o n	native
এলপিআরে	e l p i a r e	proper_noun
এলবারাদি	e l b a r a d i	native
এলবারাদির	e l b a r a d i r	native
এলবির	e l b i r	native
এলভিন	e l bh i n	proper_noun
এলভিস	e l bh i s	proper_noun
এলম	e l o m	native
এলসবার্গ	e l o sh b a r g	native
এলসি	e l sh i	native
এলসির	e l sh i r	native
এলা	e l a	native
এলাইচ	e l a i ch	native
এলাইন	e l a i n	native
এলাইনমেন্ট	e l a i n m e n T	loanword
এলাকা	e l a k a	native
এলাকাই	e l a k a i	native
এলাকাগুলো	e l a k a g u l O	native
এলাকাগুলোকে	e l a k a g u l O k e	native
এলাকাগুলোতে	e l a k a g u l O t e	native
এলাকাগুলোতেও	e l a k a g u l O t e O	native
এলাকাগুলোর	e l a k a g u l O r	native
এলাকাগুলোয়	e l a k a g u l O y	native
এলাকাছাড়া	e l a k a chh a r a	native
এলাকাজুড়ে	e l a k a j u r e	native
এলাকাটা	e l a k a T a	native
এলাকাটি	e l a k a T i	native
এলাকাটিকে	e l a k a T i k e	native
এলাকাটির	e l a k a T i r	native
এলাকাতে	e l a k a t e	native
এলাকাতেই	e l a k a t e i	native
এলাকাতেও	e l a k a t e O	native
এলাকাধিন	e l a k a dh i n	native
এলাকাবাসি	e l a k a b a s i	loanword
এলাকাবাসিই	e l a k a b a s i i	loanword
এলাকাবাসিও	e l a k a b a s i O	loanword
এলাকাবাসিকে	e l a k a b a s i k e	loanword
