মর্টডিকাই	m o r T D i k a i	proper_noun
মর্টার	m o r T a r	loanword
মর্টারের	m o r T a r e r	loanword
মর্টেন	m o r T e n	proper_noun
মর্ডান	m o r D a n	proper_noun
মর্ডি	m o r D i	proper_noun
মর্ডিসাই	m o r D i sh a i	proper_noun
মর্তবা	m o r t o b a	native
মর্তমান	m o r t O m a n	native
মর্তুজ	m o r t u j	native
মর্তুজা	m O r t u j a	native
মর্তুজাকে	m O r t u j a k e	native
মর্তুজার	m O r t u j a r	native
মর্ত্তুজা	m o r t u j a	native
মর্ত্য	m o r t o	native
মর্ত্যলোকের	m o r t o l O k e r	native
মর্ত্যুকাম	m o r t u k a m	native
মর্ত্যে	m o r t e	native
মর্ত্যের	m o r t e r	native
মর্দন	m o r d O n	native
মর্দল	m o r d o l	native
মর্দি	m O r d i	native
মর্দিনি	m o r d i n i	native
মর্নিং	m o r n i ng	native
মর্নে	m o r n e	native
মর্মকথা	m o r m o k o th a	native
মর্মকে	m o r m o k e	native
মর্মনরা	m o r m o n r a	native
মর্মপিড়া	m o r m o p i r a	native
মর্মবানি	m o r m O b a n i	native
মর্মবানির	m o r m o b a n i r	native
মর্মবিদারক	m o r m o b i d a r o k	native
মর্মবেদনা	m o r m o b e d o n a	native
মর্মবেদনার	m o r m o b e d o n a r	native
মর্মভেদি	m o r m o bh e d i	native
মর্মমুলে	m o r m o m u l e	native
মর্মস্পর্শি	m o r m O s p O r sh i	loanword
মর্মান্তিকতা	m o r m a nt i k o t a	native
মর্মান্তিকভাবে	m o r m a nt i k bh a b e	compound
মর্মাহত	m o r m a h o t O	native
মর্মে	m o r m e	native
মর্মেও	m o r m e O	native
মর্মের	m o r m e r	native
মর্মোদ্ধার	m o r m O d dh a r	tatsama
মর্যাদা	m o r j a d a	native
মর্যাদাই	m o r j a d a i	native
মর্যাদাও	m o r j a d a O	native
মর্যাদাকর	m o r j a d a k o r	native
মর্যাদাকে	m o r j a d a k e	native
মর্যাদাদান	m o r j a d a d a n	native
মর্যাদাপুর্ন	m o r j a d a p u r n O	native
মর্যাদাবান	m o r j a d a b a n	native
মর্যাদাবিশয়ক	m o r j a d a b i sh o y o k	native
মর্যাদাবোধ	m o r j a d a b O dh	native
মর্যাদার	m o r j a d a r	native
মর্যাদাশিল	m o r j a d a sh i l	native
মর্যাদাসম্পন্ন	m o r j a d a sh o mp o nn O	compound
মর্যাদাহানি	m o r j a d a h a n i	native
মর্যাদাহানিকর	m o r j a d a h a n i k o r	compound
মর্যাদাহানির	m o r j a d a h a n i r	native
মর্যাদাহিন	m o r j a d a h i n	native
মর্যাদায়	m o r j a d a y o	native
মর্শুম	m o r sh u m	native
মর্সুম	m o r sh u m	native
মল	m o l	native
মলকুল	m o l k u l	native
মলগুলোতে	m o l g u l O t e	native
মলত্যাগ	m o l t A g	native
মলত্যাগের	m o l t A g e r	native
মলদোভার	m o l d O bh a r	native
মলদ্বার	m o l d a r	native
মলদ্বারে	m o l d a r e	native
মলদ্বারের	m o l d b a r e r	native
মলন	m o l o n	native
মলমল	m o l m o l	native
মলমাস	m o l m a sh	native
মলমুত্র	m o l m u tr O	native
মলমের	m o l o m e r	native
মলম্বা	m o l o mb a	native
মলা	m o l a	native
মলাই	m o l a i	native
মলাইটিলা	m o l a i T i l a	native
মলাইটিলার	m o l a i T i l a r	native
মলাট	m o l a T	native
মলাটে	m o l a T e	native
মলাটের	m o l a T e r	native
মলি	m o l i	native
মলিক	m o l i k	native
মলিকুলার	m o l i k u l a r	native
মলিদা	m O l i d a	native
মলিন	m O l i n	native
মলিনতা	m o l i n o t a	native
মলিনা	m o l i n a	native
মলুদ	m O l u d sh O r i ph	native
মলে	m o l e	native
মলোটভ	m o l O T o bh	proper_noun
মল্ল	m o l l O	native
মল্লজুদ্ধ	m o l l O j u d dh O	tatsama
মল্লজুদ্ধে	m o l l o j u d dh e	tatsama
মল্লজুদ্ধের	m o l l o j u d dh e r	tatsama
মল্লার	m o l l a r	native
মল্লি	m o l l i	native
মল্লিক	m O l l i k	native
মল্লিককে	m O l l i k k e	native
মল্লিকপুর	m O l l i k p u r	native
মল্লিকসহ	m o l l i k sh o h O	native
মল্লিকা	m O l l i k a	native
মল্লিকার	m O l l i k a r	native
মল্লিকের	m O l l i k e r	native
মলয়	m o l o y	native
মশক	m o sh O k	native
মশকরা	m o sh k o r a	native
মশরুর	m o sh r u r	native
মশলার	m o sh l a r	native
মশহুদ	m o sh h u d	native
মশহুর	m o sh h u r	native
মশাই	m o sh a i	native
মশাইয়ের	m o sh a i y e r	native
মশাদের	m o sh a d e r	native
মশার	m o sh a r	native
মশাররফ	m O sh a r r o ph	native
মশারা	m o sh a r a	native
মশারিতে	m o sh a r i t e	native
মশারির	m o sh a r i r	native
মশাল	m o sh a l	native
মশালচি	m o sh a l ch i	native
মশালডাংগা	m o sh a l D a ng g a	native
মশালের	m o sh a l e r	native
মশায়	m o sh a y	native
মশিউজ্জামান	m o sh i u j j a m a n	native
মশিউর	m O sh i u r	native
মশিউরকে	m o sh i u r k e	native
মশিউরের	m o sh i u r e r	native
মশিউল	m O sh i u l	native
মশিকুর	m o sh i k u r	native
মশিহুর	m o sh i h u r	native
মশিয়ার	m o sh i y a r	native
মশুর	m o sh u r	native
মস	m o sh	native
মসগুল	m o sh g u l	native
মসজিদই	m o sh o j i d i	native
মসজিদও	m O sh j i d O	native
মসজিদকে	m O sh j i d k e	native
মসজিদগুলো	m O sh j i d g u l O	native
মসজিদগুলোতে	m O sh j i d g u l O t e	native
মসজিদগুলোর	m O sh j i d g u l O r	native
মসজিদটি	m O sh j i d T i	native
মসজিদটিকে	m O sh j i d T i k e	native
মসজিদটিতে	m O sh j i d T i t e	native
মসজিদটির	m O sh j i d T i r	native
মসজিদভিত্তিক	m O sh j i d bh i tt i k	native
মসজিদসংলগ্ন	m O sh j i d sh o ng l o g n O	native
মসজিদসহ	m O sh j i d sh o h O	native
মসজিদুল	m O sh j i d u l	native
মসজিদে	m O sh j i d e	native
মসজিদেই	m O sh j i d e i	native
মসজিদেও	m O sh j i d e O	native
মসজিদের	m O sh j i d e r	native
মসনদ	m o sh n o d	native
মসনদে	m o sh n o d e	native
মসনবি	m O sh n O b i	native
মসনে	m o sh n e	native
মসমস	m o sh m o sh	native
মসরুফন	m o sh r u ph	native
মসলত	m o sh l o t	native
মসলাগুলো	m o sh l a g u l O	native
মসলাজাতিয়	m o sh o l a j a t i y	native
মসলাজুক্ত	m o sh l a j u kt O	native
মসলাদার	m o sh l a d a r	native
মসলাপাতি	m o sh o l a p a t i	native
মসলার	m o sh l a r	native
মসলাসহ	m o sh l a sh o h O	native
মসলায়	m o sh o l a y	native
মসলিনের	m O sh l i n e r	native
মসলেম	m o sh l e m	native
মসল্লা	m o sh o l l a	native
মসান	m o sh a n	native
মসাল	m o sh a l	native
মসায়েল	m o sh a y e l	native
