প্লেবয়	p l e b o y	loanword
প্লেবয়ের	p l e b o y e r	loanword
প্লেস	p l e s	loanword
প্লেসমেন্ট	p l e s m e n T	loanword
প্লেসি	p l e s i	loanword
প্লেসিকে	p l e s i k e	loanword
প্লেসির	p l e s i r	loanword
প্লেসিস	p l e s i s	loanword
প্লেসিসকে	p l e s i s k e	loanword
প্লেসিসের	p l e s i s e r	loanword
প্লেসে	p l e s e	loanword
প্ল্যাংক	p l A ng k	loanword
প্ল্যাকার্ড	p l A k a r D	loanword
প্ল্যাকার্ডও	p l A k a r D	loanword
প্ল্যাকার্ডটি	p l A k a r D T i	loanword
প্ল্যাকার্ডে	p l A k a r D e	loanword
প্ল্যাট	p l A T	loanword
প্ল্যাটফরম	p l a T ph o r m	loanword
প্ল্যাটফর্মে	p l A T ph O r m e	loanword
প্ল্যাটফর্মের	p l a T ph o r m e r	loanword
প্ল্যাটার	p l a T a r	loanword
প্ল্যাটারের	p l A T a r e r	loanword
প্ল্যাটিনাম	p l A T i n a m	loanword
প্ল্যান	p l A n	loanword
প্ল্যানড	p l A n D	loanword
প্ল্যানার্স	p l A n a r s	loanword
প্ল্যানার্সের	p l A n a r s e r	loanword
প্ল্যানিং	p l a n i ng	loanword
প্ল্যানে	p l A n e	loanword
প্ল্যানেট	p l A n e T	loanword
প্ল্যানেটের	p l A n e T e r	loanword
প্ল্যানের	p l A n e r	loanword
প্ল্যান্টটি	p l A n T i	loanword
প্ল্যান্টে	p l A n T e	loanword
প্ল্যান্টের	p l A n T e r	loanword
প্ল্যান্টেশন	p l A n T e sh o n	loanword
প্ল্যান্টেশনের	p l A n T e sh o n e r	loanword
পড়	p o r	native
পড়এ	p O r e	native
পড়ছ	p O r chh O	native
পড়ছি	p O r chh i	native
পড়ছিল	p O r chh i l O	native
পড়ছিলাম	p O r chh i l a m	native
পড়ছিলেন	p O r chh i l e n	native
পড়ছে	p O r chh e	native
পড়ছেন	p O r chh e n	native
পড়ত	p O r t O	native
পড়তা	p O r t a	native
পড়তাছে	p O r t a chh e	native
পড়তাম	p O r t a m	native
পড়তি	p O r t i	native
পড়তির	p O r t i r	native
পড়তেই	p O r t e i	native
পড়তেও	p O r t e O	native
পড়ন	p o r O n	native
পড়ন্ত	p o r O nt O	native
পড়ব	p O r b O	native
পড়বা	p O r b a	native
পড়বি	p O r b i	native
পড়বেই	p O r b e i	native
পড়বেন	p O r b e n	native
পড়ম	p o r O m	native
পড়ল	p O r l o	native
পড়লাম	p O r l a m	native
পড়লে	p O r l e	native
পড়লেই	p O r l e i	native
পড়লেও	p O r l e O	native
পড়লেন	p O r l e n	native
পড়লো	p O r l O	native
পড়শিদের	p O r sh i d e r	native
পড়শির	p O r sh i r	native
পড়শিরা	p O r sh i r a	native
পড়াং	p o r a ng	native
পড়াই	p o r a i	native
পড়াইতে	p o r a i t e	native
পড়াও	p o r a O	native
পড়াকালিন	p o r a k a l i n	native
পড়াকালে	p o r a k a l e	native
পড়াকে	p o r a k e	native
পড়াচ্ছি	p o r a ch chh i	native
পড়াচ্ছে	p o r a ch chh e	native
পড়াচ্ছেন	p o r a ch chh e n	native
পড়াটা	p o r a T a	native
পড়াটাই	p o r a T a i	native
পড়াত	p o r a t o	native
পড়াতে	p o r a t e	native
পড়াতেন	p o r a t e n	native
পড়াদের	p o r a d e r	native
পড়ান	p o r a n	native
পড়ানো	p o r a n O	native
পড়ানোর	p o r a n O r	native
পড়াব	p o r a b o	native
পড়াবে	p o r a b e	native
পড়াবেন	p o r a b e n	native
পড়ামু	p o r a m u	native
পড়ারই	p o r a r i	native
পড়ারও	p o r a r O	native
পড়ালে	p o r a l e	native
পড়ালেখাও	p o r a l e kh a O	native
পড়ালেখাটা	p o r a l e kh a T a	native
পড়ালেখার	p o r a l e kh a r	native
পড়ালেখায়	p o r a l e kh a y	native
পড়ালেহা	p o r a l e h a	native
পড়াশুনা	p o r a sh u n a	native
পড়াশোনাই	p o r a sh O n a i	native
পড়াশোনাও	p o r a sh O n a O	native
পড়াশোনাকালিন	p o r a sh O n a k a l i n	native
পড়াশোনাটা	p o r a sh O n a T a	native
পড়াশোনাটাও	p o r a sh O n a T a O	native
পড়াশোনার	p o r a sh O n a r	native
পড়াশোনায়	p o r a sh O n a y	native
পড়াশোনায়ও	p o r a sh O n a y O	native
পড়াসহ	p o r a sh o h O	native
পড়ায়	p o r a y	native
পড়ি	p O r i	native
পড়িঘাউ	p O r i gh a u	native
পড়িতে	p O r i t e	native
পড়িনি	p O r i n i	native
পড়িভায়	p O r i bh a y	native
পড়িমরি	p O r i m O r i	native
পড়িল	p O r i l O	native
পড়িলে	p O r i l e	native
পড়িহাসে	p O r i h a sh e	native
পড়িয়া	p O r i y a	native
পড়িয়ান	p O r i y a n	native
পড়িয়ে	p O r i y e	native
পড়িয়েছি	p O r i y e chh i	native
পড়িয়েছিলেন	p O r i y e chh i l e n	native
পড়িয়েছেন	p O r i y e chh e n	native
পড়ুক	p O r u k	native
পড়ুন	p O r u n	native
পড়ুয়া	p O r u y a	native
পড়ুয়াদের	p O r u y a d e r	native
পড়ুয়ারা	p O r u y a r a	native
পড়েই	p O r e i	native
পড়েও	p O r e O	native
পড়েছ	p O r e chh O	native
পড়েছি	p O r e chh i	native
পড়েছিলাম	p O r e chh i l a m	native
পড়েছিলেন	p O r e chh i l e n	native
পড়েছিস	p O r e chh i sh o	native
পড়েছেই	p O r e chh e i	native
পড়েছেন	p O r e chh e n	native
পড়েননি	p o r e n n i	native
পড়েনি	p o r e n i	native
পড়ো	p o r O	native
পড়ো–পড়ো	p o r O p O r O	native
পয়	p o y O	native
পয়ঃব্যবস্থার	p o y O b A b O sth a r	tatsama
পয়ঃশোধনাগারে	p o y O sh O dh o n a g a r e	tatsama
পয়গাম	p o y g a m	native
পয়গাম্বর	p o y o g a mb o r	native
পয়জন	p o y j o n	native
পয়জনিং	p o y j o n i ng	native
পয়জার	p o y j a r	native
পয়তাল্লিস	p o y t a l l i sh	native
পয়দল	p o y d o l	native
পয়দা	p o y d a	native
পয়মন্ত	p o y m o nt o	native
পয়রা	p o y r a	native
পয়লা	p o y l a	native
পয়সাই	p o y sh a i	native
পয়সাও	p o y sh a O	native
পয়সাওয়ালা	p o y sh a O y a l a	native
পয়সাকে	p o y sh a k e	native
পয়সাটা	p o y sh a T a	native
পয়সার	p o y sh a r	native
পয়সারহাট	p o y sh a r h a T	native
পয়সায়	p o y sh a y	native
পয়স্বিনি	p o y O sh sh i n i	tatsama
পয়স্য	p o y O sh sh O	native
পয়া	p o y a	native
পয়ার	p o y a r	native
পয়েন্টই	p o y e n T i	loanword
পয়েন্টও	p o y e n T O	loanword
পয়েন্টগুলো	p o y e n T g u l O	loanword
পয়েন্টগুলোতে	p o y e n T g u l O t e	loanword
পয়েন্টগুলোর	p o y e n T g u l O r	loanword
পয়েন্টটা	p o y e n T T a	loanword
পয়েন্টটি	p o y e n T T i	loanword
পয়েন্টনার	p o y e n T n a r	loanword
পয়েন্টসম্যান	p o y e n T s m A n	loanword
পয়েন্টসহ	p o y e n T sh o h O	loanword
পয়েন্টার	p o y e n T a r	loanword
পয়েন্টে	p o y e n T e	loanword
পয়েন্টেই	p o y e n T e i	loanword
পয়েন্টের	p o y e n T e r	loanword
পয়েলা	p o y e l a	native
পয়োধর	p o y O dh o r	native
পয়োনালা	p o y O n a l a	native
পয়োনালার	p o y O n a l a r	native
পয়োনালি	p o y O n a l i	native
পয়োনিশ্কাশন	p o y O n i sh k a sh o n	native
পয়োনিশ্কাশনকে	p o y O n i sh k a sh o n k e	compound
পয়োনিশ্কাশনব্যবস্থা	p o y O n i sh k a sh o n b A b O sth a	compound
