গল্পর	g o l p O r	native
গল্পে	g o l p e	native
গল্পেই	g o l p e i	native
গল্পেও	g o l p e O	native
গল্ফ	g o l ph	loanword
গল্ফার	g o l ph a r	loanword
গল্লা	g o l l a	native
গল্লামারি	g O l l a m a r i | g o l p a m a r i	native
গলৎ	g o l o t	native
গশগশ	g o sh g o sh	native
গসাগু	g o sh a g u	native
গসিপ	g o s i p	loanword
গসিপের	g o s i p e r	loanword
গস্ত	g o st O	native
গস্তানি	g o st a n i	native
গস্তিদার	g O st i d a r	native
গহনার	g o h O n a r	native
গহিন	g O h i n | g o h i n	native
গহিনের	g o h i n e r	native
গহিরা	g O h i r a	native
গহিরার	g o h i r a r	native
গহ্বরে	g o h b o r e	native
গা	g a	native
গাং	g a ng	native
গাংগ	g a ng g O	native
গাংগুলি	g a ng g u l i	native
গাংগুলিকে	g a ng g u l i k e	native
গাংগুলির	g a ng g u l i r	native
গাংগের	g a ng g e r	native
গাংগেয়	g a ng g e y O	native
গাংচিল	g a ng ch i l	native
গাংডুবি	g a ng D u b i	native
গাংনগর	g a ng n o g o r	native
গাংনি	g a ng n i	native
গাংনিতে	g a ng n i t e	native
গাংনির	g a ng n i r	native
গাংবের	g a ng b e r	native
গাংহাটি	g a ng h a T i	native
গাংে	g a ng e | g a ng g e	native
গাংের	g a ng e r | g a ng g e r	native
গাং্গুলি	g a ng g u l i	native
গাংয়ের	g a ng y e r	native
গাই	g a i	native
গাইগুই	g a i g u i	native
গাইছি	g a i chh i	native
গাইছিল	g a i chh i l o	native
গাইছিলাম	g a i chh i l a m	native
গাইছিলেন	g a i chh i l e n	native
গাইছে	g a i chh e	native
গাইছেন	g a i chh e n	native
গাইট	g a i T	loanword
গাইডকে	g a i D k e	loanword
গাইডবই	g a i D b o i	loanword
গাইডবইয়ের	g a i D b o i y e r	loanword
গাইডবুক	g a i D b u k	loanword
গাইডলাইন	g a i D l a i n	loanword
গাইডলাইনের	g a i D l a i n e r	loanword
গাইডস	g a i D s	loanword
গাইডসের	g a i D s e r	loanword
গাইডেন্স	g a i D e n s o	loanword
গাইডের	g a i D e r	loanword
গাইত	g a i t O	native
গাইতাম	g a i t a m	native
গাইতে	g a i t e	native
গাইতেই	g a i t e i	native
গাইতেও	g a i t e O	native
গাইতেন	g a i t e n	native
গাইন	g a i n	native
গাইনি	g a i n i	native
গাইনের	g a i n e r	native
গাইনোকলজিস্ট	g a i n O k o l o j i s T o	loanword
গাইব	g a i b O	native
গাইবান্ধা	g a i b a ndh a	tatsama
গাইবান্ধার	g a i b a ndh a r	tatsama
গাইবান্ধায়	g a i b a ndh a y o	tatsama
গাইবার	g a i b a r	native
গাইবে	g a i b e	native
গাইবেন	g a i b e n	native
গাইল	g a i l O	native
গাইলাম	g a i l a m	native
গাইলে	g a i l e	native
গাইলেও	g a i l e O	native
গাইলেন	g a i l e n	native
গাইলো	g a i l O	native
গাইয়া	g a i y a	native
গাইয়ুম	g a i y u m	native
গাইয়ুমকে	g a i y u m k e	native
গাইয়ুমের	g a i y u m e r	native
গাইয়ে	g a i y e	native
গাউছিয়া	g a u chh i y a	native
গাউছিয়ার	g a u chh i y a r	native
গাউছিয়ায়	g a u chh i y a y o	native
গাউছুল	g a u sh u l	native
গাউছেল	g a u chh e l	native
গাউন	g a u n	loanword
গাউনের	g a u n e r	loanword
গাউস	g a u sh	proper_noun
গাউসিয়া	g a u sh i y a	proper_noun
গাউসুল	g a u sh u l	proper_noun
গাও	g a O	native
গাওনা	g a O n a	native
গাওবুড়া	g a O b u r a	native
গাওরা	g a O r a	native
গাওহার	g a O h a r	native
গাওয়া	g a O y a	native
গাওয়ানো	g a O y a n O	native
গাওয়ানোর	g a O y a n O r	native
গাওয়ার	g a O y a r	native
গাওয়াল	g a O y a l	native
গাক	g a k	native
গাগা	g a g a	native
গাগার	g a g a r	native
গাগো	g a g O	native
গাছই	g a chh i	native
গাছও	g a chh O	native
গাছকাটা	g a chh k a T a	native
গাছকে	g a chh k e	native
গাছগাছালিতে	g a chh g a chh a l i t e	native
গাছগাছড়া	g a chh g a chh r a	native
গাছগাছড়ার	g a chh g a chh r a r	native
গাছগুলোই	g a chh g u l O i	native
গাছগুলোও	g a chh g u l O O	native
গাছগুলোকে	g a chh g u l O k e	native
গাছগুলোর	g a chh g u l O r	native
গাছগুলোয়	g a chh g u l O y	native
গাছচাপা	g a chh ch a p a	native
গাছটাকে	g a chh T a k e	native
গাছটার	g a chh T a r	native
গাছটিকে	g a chh T i k e	native
গাছটিতে	g a chh T i t e	native
গাছটির	g a chh T i r	native
গাছতলা	g a chh t o l a	native
গাছতলায়	g a chh t o l a y o	native
গাছপাকা	g a chh p a k a	native
গাছপালাও	g a chh p a l a O	native
গাছপালার	g a chh p a l a r	native
গাছপালায়	g a chh p a l a y o	native
গাছপাড়া	g a chh p a r a	native
গাছপ্রতি	g a chh pr o t i	native
গাছবাগান	g a chh b a g a n	native
গাছবাড়িয়া	g a chh b a r i y a	native
গাছসহ	g a chh sh o h O	native
গাছা	g a chh a	native
গাছালি	g a chh a l i	native
গাছি	g a chh i	native
গাছে	g a chh e	native
গাছেই	g a chh e i	native
গাছেদের	g a chh e d e r	native
গাছের	g a chh e r	native
গাছেরও	g a chh e r O	native
গাছড়া	g a chh r a	native
গাজন	g a j O n	native
গাজনার	g a j n a r	native
গাজর	g a j O r	native
গাজরকুচি	g a j O r k u ch i	native
গাজরে	g a j O r e	native
গাজরের	g a j O r e r	native
গাজলডোবা	g a j o l D O b a	native
গাজা	g a j a	native
গাজাগামি	g a j a g a m i	native
গাজানিয়া	g a j a n i y a	native
গাজাবাসি	g a j a b a sh i	loanword
গাজাবাসির	g a j a b a sh i r	loanword
গাজামুখি	g a j a m u kh i	native
গাজার	g a j a r	native
গাজাশহ	g a j a sh o h o	native
গাজাসহ	g a j a sh o h O	native
গাজায়	g a j a y	native
গাজি	g a j i	proper_noun
গাজিউর	g a j i u r	proper_noun
গাজিউরের	g a j i u r e r	proper_noun
গাজিউল	g a j i u l	proper_noun
গাজিকে	g a j i k e	proper_noun
গাজিপুর	g a j i p u r	proper_noun
গাজিপুরকে	g a j i p u r k e	proper_noun
গাজিপুরগামি	g a j i p u r g a m i	proper_noun
গাজিপুরশহ	g a j i p u r sh o h o	proper_noun
গাজিপুরা	g a j i p u r a	proper_noun
গাজিপুরে	g a j i p u r e	proper_noun
গাজিপুরেও	g a j i p u r e O	proper_noun
গাজিপুরের	g a j i p u r e r	proper_noun
গাজির	g a j i r	proper_noun
গাজিরটেক	g a j i r T e k	proper_noun
গাজিরহাট	g a j i r h a T	proper_noun
গাজিশহ	g a j i sh o h o	proper_noun
গাজ্জালি	g a j j a l i	native
গাট	g a T	native
গাটছড়া	g a T chh o r a	native
গাটুরি	g a T u r i	native
গাটে	g a T e	native
গাটের	g a T e r	native
গাট্টা	g a T r a	native
গাট্টাগোট্টা	g a T T a g O T T a	native
গাঠ	g a Th	native
গাঠনিক	g a Th o n i k	native
গাঠরি	g a Th r i	native
গাঠিয়া	g a Th i y a	native
গাড়িতে	g a r i t e	native
গাড্ডায়	g a D D a y o	native
গাঢ়	g a r O	native
গাত	g a t	native
গাতব্য	g a t o b b O	native
গাতা	g a t a	native
গাতা(–তৃ)	g a t a	tatsama
গাতি	g a t i	native
গাতিপাড়া	g a t i p a r a	native
গাত্তুসো	g a tt u sh O	native
গাত্রদাহ	g a tr o d a h o	native
গাত্রদাহের	g a tr o d a h e r	native
গাথক	g a th O k	native
গাথতে	g a th o t e | g a th t e	native
গাথন	g a th O n	native
গাথা	g a th a	native
গাথার	g a th a r	native
গাথুনি	g a th u n i	native
গাথুনিতে	g a th u n i t e	native
গাথুনির	g a th u n i r	native
গাদ	g a d	native
গাদকারি	g a d k a r i	native
গাদন	g a d O n	native
গাদাগাদি	g a d a g a d i	native
গাদান	g a d a n	native
গাদার	g a d a r	native
গাদায়	g a d a y o	native
গাদি	g a d i	native
গাদের	g a d e r	native
গাদ্দাফি	g a d d a ph i	proper_noun
গাদ্দাফিও	g a d d a ph i O	proper_noun
গাদ্দাফিকে	g a d d a ph i k e	proper_noun
গাদ্দাফিকেই	g a d d a ph i k e i	proper_noun
গাদ্দাফিকেও	g a d d a ph i k e O	proper_noun
গাদ্দাফিপন্থি	g a d d a ph i p o n th i	proper_noun
গাদ্দাফিবিরোধি	g a d d a ph i b i r O dh i	proper_noun
গাদ্দাফিবিরোধিদের	g a d d a ph i b i r O dh i d e r	proper_noun
গাদ্দাফিবিরোধিরা	g a d d a ph i b i r O dh i r a	proper_noun
গাদ্দাফিরই	g a d d a ph i r i	proper_noun
গাদ্দাফিশহ	g a d d a ph i sh o h o	proper_noun
গাদ্দার	g a d d a r	native
গাধ	g a dh	native
গাধাও	g a dh a O	native
গাধাকে	g a dh a k e	native
গাধাটিকে	g a dh a T i k e	native
গাধার	g a dh a r	native
গাধাল	g a dh a l	native
গাধি	g a dh i	native
গাধিমাই	g a dh i m a i	native
গাধির	g a dh i r	native
গাধেয়	g a dh e y O	native
গানই	g a n i	native
গানও	g a n O	native
গানওয়ালা	g a n O y a l a	native
গানকে	g a n k e	native
গানগুলো	g a n g u l O	native
গানগুলোই	g a n g u l O i	native
গানগুলোও	g a n g u l O O	native
গানগুলোকে	g a n g u l O k e	native
গানগুলোতে	g a n g u l O t e	native
গানচিল	g a n ch i l	native
গানটাই	g a n T a i	native
গানটাকে	g a n T a k e	native
গানটার	g a n T a r	native
গানটিই	g a n T i i	native
গানটিও	g a n T i O	native
গানটিকে	g a n T i k e	native
গানটিতে	g a n T i t e	native
গানটির	g a n T i r	native
গানতজ	g a n t o j	native
গাননি	g a n n i	native
গাননিক	g a n O n i k	native
গানপত্য	g a n O p O t t O	native
গানপাউডার	g a n p a u D a r	loanword
গানপাগল	g a n p a g O l	native
গানবাজনা	g a n b a j n a	native
গানবাজনার	g a n b a j n a r	native
গানবোট	g a n b O T	loanword
গানবোটে	g a n b O T e	loanword
গানবোটের	g a n b O T e r	loanword
গানমেটাল	g a n m e T a l	loanword
গানম্যান	g a n m A n	loanword
গানম্যানের	g a n m A n e r	loanword
গানরাজ	g a n r a j	native
গানরাজের	g a n r a j e r	native
গানশিপ	g a n sh i p	loanword
গানসহ	g a n sh o h O	native
গানসু	g a n sh u	native
গানসো	g a n sh O	native
গানসোদের	g a n sh O d e r	native
গানাঢ্য	g u n a Dh Dh O	native
গানার	g a n a r	native
গানারদের	g a n a r d e r	native
গানাররা	g a n a r r a	native
গানি	g a n i	native
গানিতিক	g a n i t i k	native
গানে	g a n e	native
গানেই	g a n e i	native
গানেও	g a n e O	native
গানেরই	g a n e r o i	native
গানোফোন	g a n O ph O n	loanword
গান্দা	g a nd a	native
গান্ধার	g a ndh a r	tatsama
গান্ধি	g a ndh i	tatsama
গান্ধিই	g a ndh i i	tatsama
গান্ধিও	g a ndh i O | g a n o d dh i O	native
গান্ধিকে	g a ndh i k e	tatsama
গান্ধিকেও	g a ndh i k e O	tatsama
